U00096.3 Escherichia coli str. K-12 substr. MG1655, complete genome	4641652
AE009952.1 Yersinia pestis KIM10+, complete genome	4600755
AF074611.1 Yersinia pestis KIM10+ plasmid pMT-1, complete sequence	100990
AE005174.2 Escherichia coli O157:H7 str. EDL933 genome	5528445
AF074613.1 Escherichia coli O157:H7 str. EDL933 plasmid pO157, complete sequence	92077
AE005674.2 Shigella flexneri 2a str. 301, complete genome	4607202
AF386526.1 Shigella flexneri 2a str. 301 virulence plasmid pCP301, complete sequence	221618
AE006468.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2, complete genome	4857450
AE006471.2 Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 plasmid pSLT, complete sequence	93933
AE013218.1 Buchnera aphidicola str. Sg (Schizaphis graminum), complete genome	641454
AE014073.1 Shigella flexneri 2a str. 2457T, complete genome	4599354
AE014075.1 Escherichia coli CFT073, complete genome	5231428
AE014613.1 Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome	4791961
AE016826.1 Buchnera aphidicola str. Bp (Baizongia pistaciae), complete genome	615980
AF492591.1 Buchnera aphidicola str. Bp (Baizongia pistaciae) plasmid pBBp1, complete sequence	2399
AE017042.1 Yersinia pestis biovar Microtus str. 91001, complete genome	4595065
AE017044.1 Yersinia pestis biovar Microtus str. 91001 plasmid pCRY, complete sequence	21742
AE017043.1 Yersinia pestis biovar Microtus str. 91001 plasmid pCD1, complete sequence	70159
AE017045.1 Yersinia pestis biovar Microtus str. 91001 plasmid pMT1, complete sequence	106642
AE017046.1 Yersinia pestis biovar Microtus str. 91001 plasmid pPCP1, complete sequence	9609
AE017220.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67, complete genome	4755700
AY509003.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 plasmid pSCV50, complete sequence	49558
AY509004.1 Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67 plasmid pSC138, complete sequence	138742
BA000007.3 Escherichia coli O157:H7 str. Sakai DNA, complete genome	5498578
AB011548.2 Escherichia coli O157:H7 str. Sakai plasmid pOSAK1 DNA, complete sequence	3306
AB011549.2 Escherichia coli O157:H7 str. Sakai plasmid pO157 DNA, complete sequence	92721
AL590842.1 Yersinia pestis CO92 complete genome	4653728
AL117189.1 Yersinia pestis CO92 plasmid pCD1	70305
AL117211.1 Yersinia pestis CO92 plasmid pMT1	96210
AL109969.1 Yersinia pestis CO92 plasmid pPCP1	9612
AM286415.1 Yersinia enterocolitica subsp. enterocolitica 8081 complete genome	4615899
AM286416.1 Yersinia enterocolitica subsp. enterocolitica 8081 plasmid pYVe8081 complete genome	67721
AM933172.1 Salmonella enterica subsp. enterica serovar Enteritidis str. P125109 complete genome	4685848
AM933173.1 Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 complete genome	4658697
AM946981.2 Escherichia coli BL21(DE3), complete genome	4558947
BA000003.2 Buchnera aphidicola str. APS (Acyrthosiphon pisum) genomic DNA, complete sequence	640681
AP001071.1 Buchnera aphidicola str. APS (Acyrthosiphon pisum) plasmid pLeu DNA, complete sequence	7786
AP001070.1 Buchnera aphidicola str. APS (Acyrthosiphon pisum) plasmid pTrp DNA, complete sequence	7258
AP006725.1 Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 DNA, complete genome	5248520
AP006726.1 Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 plasmid pK2044 DNA, complete genome	224152
AP009048.1 Escherichia coli str. K-12 substr. W3110 DNA, complete genome	4646332
AP009240.1 Escherichia coli SE11 DNA, complete genome	4887515
AP009241.1 Escherichia coli SE11 plasmid pSE11-1 DNA, complete sequence	100021
AP009242.1 Escherichia coli SE11 plasmid pSE11-2 DNA, complete sequence	91158
AP009243.1 Escherichia coli SE11 plasmid pSE11-3 DNA, complete sequence	60555
AP009244.1 Escherichia coli SE11 plasmid pSE11-4 DNA, complete sequence	6929
AP009245.1 Escherichia coli SE11 plasmid pSE11-5 DNA, complete sequence	5366
AP009246.1 Escherichia coli SE11 plasmid pSE11-6 DNA, complete sequence	4082
AP009378.1 Escherichia coli SE15 DNA, complete genome	4717338
AP009379.1 Escherichia coli SE15 plasmid pECSF1 DNA, complete genome	122345
AP010958.1 Escherichia coli O103:H2 str. 12009 DNA, complete genome	5449314
AP010959.1 Escherichia coli O103:H2 str. 12009 plasmid pO103 DNA, complete sequence	75546
AP010960.1 Escherichia coli O111:H- str. 11128 DNA, complete genome	5371077
AP010961.1 Escherichia coli O111:H- str. 11128 plasmid pO111_1 DNA, complete sequence	204604
AP010962.1 Escherichia coli O111:H- str. 11128 plasmid pO111_2 DNA, complete sequence	97897
AP010963.1 Escherichia coli O111:H- str. 11128 plasmid pO111_3 DNA, complete sequence	77690
