GCF_001286545.1	1.9379e-01
GCF_001286385.1	1.1052e-01
GCF_000700405.1	1.2505e-01
GCF_000700085.1	1.7497e-01
GCF_002467245.1	2.1755e-01
GCF_000447005.2	2.2210e-01
GCF_001283725.1	1.9827e-01
GCF_001277675.1	2.0743e-01
GCF_003019215.1	1.6002e-01
GCF_003018495.1	1.2474e-01
GCF_015699415.1	4.6496e-01
GCF_002286535.1	2.7937e-01
GCF_000945955.1	2.6632e-01
GCF_003018415.1	1.5735e-01
GCF_012556305.1	2.4953e-01
GCF_000249875.1	1.8376e-01
GCF_002515125.1	1.8456e-01
GCF_000752535.1	1.9803e-01
GCF_005041565.1	7.2725e-02
GCF_005045995.1	1.0983e-01
GCF_002530885.1	1.3367e-01
GCF_002156845.1	7.8036e-02
GCF_002156825.1	1.7081e-02
GCF_000478705.1	1.1718e-01
GCF_000194355.1	6.5867e-02
GCF_000467695.1	2.3133e-01
GCF_001607105.1	1.8236e-01
GCF_000614035.2	1.0659e-01
GCF_003017455.1	1.2468e-01
GCF_015160195.1	1.0270e-01
GCF_002464835.1	1.5400e-01
GCF_000263975.1	1.4031e-01
GCF_002462115.1	2.8289e-01
GCF_005037915.1	1.8086e-01
GCF_002531115.1	1.5729e-01
GCF_002530975.1	1.6634e-01
GCF_002515285.1	1.7782e-01
GCF_015160385.1	8.6965e-02
GCF_007846565.1	1.5978e-01
GCF_015160445.1	1.5875e-01
GCF_002518375.1	3.5219e-01
GCF_000617545.2	7.5269e-02
GCF_000616195.2	1.2415e-01
GCF_005043695.1	7.2121e-02
GCF_003294005.1	1.7745e-01
GCF_000619545.2	7.3227e-02
GCF_000616325.2	3.5376e-02
GCF_000617245.2	2.9327e-02
GCF_000615655.2	3.0455e-02
GCF_000615575.2	3.0447e-02
GCF_003418305.1	5.5762e-02
GCF_002458405.1	1.4835e-02
GCF_000617625.2	2.6466e-02
GCF_000701125.2	6.8616e-02
GCF_002531095.1	1.2164e-01
GCF_001191265.1	1.2963e-01
GCF_002531045.1	9.8093e-02
GCF_001011995.1	1.1428e-01
GCF_002509905.1	3.2794e-02
GCF_000506825.1	5.3311e-01
GCF_001012275.1	2.2927e-02
GCF_001012255.1	3.5434e-02
GCF_001012235.1	3.9459e-02
GCF_001012195.1	4.5561e-02
GCF_000619225.2	4.2111e-02
GCF_002466235.1	8.7576e-02
GCF_002461485.1	1.0444e-01
GCF_005044175.1	1.1074e-01
GCF_000617025.2	1.5995e-01
GCF_000616265.1	1.1340e-01
GCF_000619565.2	3.3912e-02
GCF_000619465.2	9.3529e-02
GCF_000619645.2	1.0834e-02
GCF_000619585.2	2.2275e-02
GCF_000619485.1	4.8418e-02
GCF_000616685.2	4.2567e-02
GCF_003018535.1	1.2760e-01
GCF_000619005.2	6.4210e-02
GCF_000619625.1	8.4849e-02
GCF_000619525.1	8.7718e-02
GCF_001191025.1	9.2620e-02
GCF_000619505.1	1.3941e-01
GCF_000632635.1	8.9817e-02
GCF_004766795.1	1.2344e-01
GCF_003017975.1	4.3535e-02
GCF_002458785.1	4.6224e-02
GCF_003294015.1	2.7086e-02
GCF_002461565.1	2.9425e-02
GCF_005043335.1	5.9518e-02
GCF_000617485.2	5.9553e-02
GCF_003288295.1	6.0230e-02
GCF_003288275.1	6.6330e-02
GCF_003112245.1	3.1002e-02
GCF_001309775.1	5.7547e-02
GCF_000617525.2	6.5346e-02
GCF_001012265.1	7.1957e-02
GCF_000617265.1	8.0934e-02
GCF_000618125.1	1.4237e-01
GCF_005043265.1	1.1525e-01
GCF_000632595.2	6.3651e-02
GCF_000188835.1	1.0687e-01
GCF_000619605.1	8.4318e-02
GCF_003293905.1	7.2128e-02
GCF_003017555.1	1.4704e-01
GCF_000617805.2	6.5118e-02
GCF_000615605.2	1.4137e-01
GCF_000616305.2	8.7374e-02
GCF_003293975.1	2.1176e-01
GCF_015160635.1	1.1507e-01
GCF_002460345.1	1.1674e-01
GCF_000632675.2	1.3845e-01
GCF_003203755.1	7.2051e-02
GCF_001563715.2	1.2671e-01
GCF_000632615.2	1.1914e-01
GCF_002531175.1	1.1446e-01
