GCF_900683365.1	7.2918e-01
GCF_902505155.1	6.7280e-02
GCF_004181975.1	1.1864e-01
GCF_001266305.1	1.0163e-01
GCF_001266255.1	9.4390e-02
GCF_002075205.1	1.3116e-01
GCF_001284385.1	6.3899e-02
GCF_001283865.2	6.3918e-02
GCF_002460895.1	2.0126e-01
GCF_902505375.1	1.3885e-01
GCF_000446345.2	3.5231e-01
GCF_017117505.1	1.7516e-01
GCF_003290535.1	2.3171e-01
GCF_017117665.1	3.5547e-01
GCF_002971175.1	2.0498e-01
GCF_002971095.1	2.1672e-01
GCF_000446385.2	1.9701e-01
GCF_000352465.1	1.4573e-01
GCF_002516165.1	4.1688e-01
GCF_902810315.1	1.7128e-01
GCF_902810345.1	8.4867e-02
GCF_902810395.1	9.4245e-02
GCF_900007725.1	1.8176e-01
GCF_902505355.1	1.2195e-01
GCF_907177015.1	5.0426e-02
GCF_000446845.2	5.2482e-02
GCF_902505105.1	4.0751e-02
GCF_013422155.1	1.2171e-02
GCF_000193975.1	4.8593e-02
GCF_003043915.1	2.5638e-02
GCF_008081795.1	6.1868e-02
GCF_904810035.1	1.2680e-02
GCF_904810025.1	1.2680e-02
GCF_904809975.1	1.2680e-02
GCF_904810045.1	3.7674e-02
GCF_900007735.1	3.7791e-02
GCF_002134725.1	4.5322e-02
GCF_013422645.1	7.9884e-02
GCF_000460375.1	5.0696e-02
GCF_005044715.1	2.4502e-02
GCF_002133935.1	2.8013e-02
GCF_003018475.1	3.8683e-02
GCF_020553915.1	5.1110e-02
GCF_008635105.1	9.7589e-02
GCF_013422195.1	9.3486e-02
GCF_013422145.1	1.1903e-01
GCF_000446665.2	1.9462e-01
GCF_001285825.1	9.6028e-02
GCF_001277775.1	8.9806e-02
GCF_000714185.1	1.0896e-01
GCF_003651355.1	1.0549e-01
GCF_002973335.1	5.6488e-02
GCF_002971115.1	5.1331e-02
GCF_002459695.1	8.3916e-02
GCF_000446525.2	7.8197e-02
GCF_002971235.1	7.7837e-02
GCF_004804205.1	6.5283e-02
GCF_002519905.1	6.1317e-02
GCF_005390705.1	1.4125e-01
GCF_021378315.1	1.5883e-01
GCF_900016045.1	8.1712e-03
GCF_001607525.1	8.1502e-03
GCF_001607045.1	2.8378e-02
GCF_900016015.1	1.0088e-02
GCF_001606705.1	3.4497e-02
GCF_001608235.1	1.7889e-02
GCF_900016055.1	3.3259e-02
GCF_003173235.1	7.2079e-02
GCF_001607225.1	5.9083e-02
GCF_900016025.1	2.3428e-02
GCF_004804185.1	4.1927e-02
GCF_002134155.1	4.3432e-02
GCF_900015985.1	1.5143e-01
GCF_900015995.1	1.5981e-01
GCF_900016035.1	1.9800e-01
GCF_904810105.1	5.2597e-01
GCF_001742665.1	7.6969e-03
GCF_001742655.1	4.2578e-02
GCF_001742625.1	2.7506e-02
GCF_001286345.2	1.1950e-02
GCF_001286665.1	1.8168e-02
GCF_000704845.1	3.1757e-02
GCF_001283345.1	1.8908e-02
GCF_001283985.1	4.0360e-02
GCF_000447105.2	7.5755e-02
GCF_001742645.1	8.3519e-02
GCF_000303655.2	2.7995e-01
GCF_000194685.1	4.2943e-01
GCF_015697215.1	3.4385e-01
GCF_002519865.1	3.4618e-01
GCF_900450205.1	2.0671e-01
GCF_002485655.1	1.9035e-01
GCF_002512645.1	2.1932e-01
GCF_001571645.1	1.0733e-01
GCF_000458375.1	5.4589e-02
GCF_002465925.1	7.1579e-02
GCF_002465385.1	7.5944e-02
GCF_008385585.1	1.0173e-01
GCF_000457005.1	1.4871e-01
GCF_002522395.1	1.6573e-01
GCF_008385675.1	1.7623e-01
GCF_003298715.1	1.2172e-01
GCF_004100835.1	9.3662e-02
GCF_005389845.1	1.4659e-01
GCF_902505145.1	9.9524e-02
GCF_002469015.1	8.0412e-02
GCF_000458935.1	5.5504e-02
GCF_004100755.1	9.4404e-02
GCF_002456705.1	8.6550e-02
GCF_008082065.1	5.4485e-02
GCF_001520735.1	4.1059e-02
GCF_000779835.1	4.8734e-02
GCF_004380705.1	1.0959e-01
GCF_003298755.1	6.7393e-02
GCF_016904615.1	5.1833e-02
GCF_015553825.1	1.1538e-01
GCF_021398955.1	7.9152e-02
GCF_000458745.1	7.1096e-02
GCF_000458645.1	6.8637e-02
GCF_001519365.2	5.7947e-02
GCF_007109305.1	5.7947e-02
GCF_008388955.1	7.3457e-02
GCF_001519435.1	6.4081e-02
GCF_012934655.2	9.3807e-02
GCF_009832275.1	1.1351e-01
GCF_002545805.1	8.3532e-02
GCF_000459595.1	1.9590e-01
GCF_014235665.1	1.8820e-01
GCF_002796585.1	1.4344e-01
GCF_002863845.1	2.9376e-01
GCF_000776065.1	1.8821e-01
GCF_018986815.1	3.0089e-01
GCF_900500295.1	4.6512e-01
GCF_013424255.1	9.8789e-02
GCF_013424145.1	9.2969e-02
GCF_000700545.1	3.4096e-02
GCF_000627075.1	3.3486e-02
GCF_000627195.1	6.5425e-02
GCF_005386745.1	8.8489e-02
GCF_003475585.1	7.3450e-02
GCF_000617145.2	1.1754e-01
GCF_000408105.1	9.5773e-02
GCF_021295635.1	1.0330e-01
GCF_013424205.1	7.9811e-02
GCF_907175955.1	1.5298e-01
GCF_002522185.1	5.5873e-02
GCF_011881635.1	1.3327e-01
GCF_013424415.1	8.6754e-02
GCF_907175345.1	1.0059e-01
GCF_001419885.1	6.0835e-02
GCF_003439485.1	2.7251e-02
GCF_003439405.1	2.4765e-02
GCF_003439795.1	4.6856e-02
GCF_000026305.1	9.5787e-02
GCF_907175735.1	9.5787e-02
GCF_907175045.1	3.8778e-01
GCF_000941535.1	2.6511e-02
GCF_000941195.1	1.2744e-01
GCF_000947375.1	1.1701e-01
GCF_002513855.1	2.0525e-01
GCF_900490615.1	1.6336e-01
GCF_014495205.1	1.3369e-01
GCF_000753415.1	1.1948e-01
GCF_000752415.1	1.4308e-01
GCF_001607515.1	5.9862e-02
GCF_000752555.1	1.1682e-01
GCF_000939255.1	2.5005e-01
GCF_014893235.1	2.0934e-01
GCF_000013305.1	1.1328e-01
GCF_019312245.1	1.4173e-01
GCF_019312135.1	8.1056e-02
GCF_004569075.1	3.5687e-02
GCF_004568765.1	5.6443e-02
GCF_000780735.1	3.4335e-02
GCF_000352085.1	2.3164e-02
GCF_000456425.1	8.7149e-02
GCF_003885095.1	9.7859e-02
GCF_014893515.1	5.4946e-02
GCF_020422345.1	1.7075e-02
GCF_020422295.1	1.7075e-02
GCF_020422405.1	3.3862e-02
GCF_014982585.1	5.0392e-02
GCF_013004045.1	1.4532e-01
GCF_002544375.1	1.4982e-01
GCF_002859105.1	2.4864e-02
GCF_002763515.2	3.6128e-02
GCF_002900305.1	1.9611e-02
GCF_002887715.1	1.1595e-01
GCF_004344805.1	3.4985e-02
GCF_000488835.1	2.2788e-02
GCF_004404145.1	7.5636e-02
GCF_001683435.1	5.1837e-02
GCF_000351105.1	2.6131e-02
GCF_000326285.1	2.9425e-02
GCF_010598385.1	8.2084e-02
GCF_000778955.1	7.9186e-02
GCF_013391265.1	9.6651e-02
GCF_002230855.1	4.1389e-02
GCF_002166115.1	1.4099e-02
GCF_002166075.1	6.9080e-03
GCF_002166135.1	1.9041e-02
GCF_002465325.1	3.9342e-02
GCF_000778685.1	6.0913e-02
GCF_008385615.1	7.1794e-02
GCF_000460175.1	5.0513e-02
GCF_000459755.1	1.9177e-02
GCF_000458765.1	6.6915e-02
GCF_002166235.1	5.4011e-03
GCF_002166185.1	1.0468e-02
GCF_002166175.1	1.2071e-02
GCF_008389055.1	2.4921e-02
GCF_000777605.1	2.2263e-02
GCF_000457575.1	3.6144e-02
GCF_003886385.1	2.3800e-02
GCF_000459615.1	6.5920e-02
GCF_019281465.1	4.6967e-02
GCF_000488095.1	1.8542e-02
GCF_907175745.1	2.1661e-02
GCF_018476585.1	4.8816e-02
GCF_019587265.1	3.1233e-02
GCF_016776305.1	1.5534e-02
GCF_016776185.1	2.1920e-02
GCF_905332355.1	3.6962e-03
GCF_016776285.1	2.1985e-03
GCF_016775925.1	2.1985e-03
GCF_016776225.1	7.9209e-03
GCF_018421245.1	9.7118e-03
GCF_018421215.1	9.2121e-03
GCF_905332365.1	3.2869e-02
GCF_016776125.1	4.3893e-02
GCF_016889085.1	8.3607e-02
GCF_000164535.1	7.0342e-02
GCF_007844775.1	4.6355e-03
GCF_007844755.1	2.6296e-01
GCF_007844805.1	6.5543e-02
GCF_916159685.1	1.2485e-01
GCF_002002465.1	8.5665e-02
GCF_000781045.1	8.2642e-02
GCF_000780775.1	5.2361e-02
GCF_002521595.1	5.9790e-02
GCF_001675145.1	8.4900e-02
GCF_003298325.1	1.0171e-01
GCF_002895365.1	7.2271e-02
GCF_001052125.1	3.1809e-02
GCF_002951675.1	7.3989e-02
GCF_000461435.1	5.7955e-02
GCF_013169835.1	8.5229e-02
GCF_006238535.1	1.8419e-01
GCF_000456845.1	6.0653e-02
GCF_016889185.1	1.1570e-01
GCF_019312045.1	1.3784e-01
GCF_004150085.1	1.2978e-01
GCF_020514755.1	8.7056e-02
GCF_014855895.1	7.0600e-02
GCF_002536805.1	9.7272e-02
GCF_000777215.1	8.7730e-02
GCF_006230175.1	1.5522e-01
GCF_000696545.1	1.1378e-01
GCF_001519485.1	1.1882e-01
GCF_000699365.1	1.2779e-01
GCF_010592635.1	2.3007e-01
GCF_000459835.1	5.4730e-02
GCF_003605585.1	1.2887e-01
GCF_002245015.1	4.5700e-02
GCF_021295435.1	9.4903e-02
GCF_916160275.1	4.3317e-02
GCF_001621005.1	7.7002e-02
GCF_019587555.1	9.8799e-02
GCF_019587885.1	1.5126e-01
GCF_009362145.1	6.5067e-02
GCF_003297615.1	5.7619e-02
GCF_019281435.1	8.5558e-02
GCF_010590525.1	1.4465e-01
GCF_002166495.1	3.5705e-02
GCF_002166415.1	7.1080e-03
GCF_002166455.1	2.6604e-02
GCF_001058795.1	5.4792e-02
GCF_003321855.1	6.8327e-02
GCF_014235745.1	4.2660e-02
GCF_000780155.1	3.7655e-02
GCF_000780795.1	7.5539e-02
GCF_000776035.1	5.1493e-02
GCF_001054675.1	4.9962e-02
GCF_020732925.1	1.8514e-02
GCF_020732935.1	1.7834e-02
GCF_002888525.1	8.2359e-02
GCF_002244065.1	3.7573e-02
GCF_002244015.1	3.3435e-02
GCF_001621225.1	5.9239e-02
GCF_014901715.1	8.2576e-02
GCF_008388505.1	1.1164e-01
GCF_019509355.1	1.1400e-01
GCF_000779585.1	9.3231e-02
GCF_000776215.1	9.3937e-02
GCF_003886015.1	4.7202e-02
GCF_003886105.1	4.7202e-02
GCF_016801515.1	4.3195e-01
GCF_008388855.1	1.4641e-01
GCF_013391235.1	1.3194e-01
GCF_009361985.1	5.5198e-02
GCF_004100775.1	6.5273e-02
GCF_002245175.1	3.2095e-02
GCF_002244245.1	2.9745e-02
GCF_002244295.1	2.9428e-02
GCF_002861225.1	2.8762e-02
GCF_001057995.1	6.0664e-02
GCF_001657975.1	4.1992e-02
GCF_015553405.1	1.2258e-01
GCF_010591285.1	2.7637e-01
GCF_018734065.1	6.1892e-03
GCF_000167835.1	3.2183e-02
GCF_002522715.1	2.1071e-02
GCF_001520715.1	2.9195e-02
GCF_000780235.1	1.4141e-02
GCF_000776505.1	9.7304e-03
GCF_000164595.1	8.6596e-02
GCF_019281875.1	5.4860e-02
GCF_000779995.1	7.7757e-02
GCF_019586005.1	9.8977e-02
GCF_010591195.1	1.7560e-01
GCF_000457405.1	9.9237e-02
GCF_001519315.1	1.0453e-01
GCF_002537845.1	8.9222e-02
GCF_000488075.1	1.2816e-01
GCF_000461375.1	2.0920e-01
GCF_902161765.1	9.8928e-02
GCF_902161775.1	1.2133e-01
GCF_003885255.1	1.0970e-01
GCF_003885035.1	1.1023e-01
GCF_904809775.1	1.6560e-01
GCF_000461295.1	4.6482e-02
GCF_000460135.1	7.6476e-02
GCF_002810025.1	1.1416e-02
GCF_000459975.1	4.1182e-02
GCF_000460895.1	2.3331e-02
GCF_000776855.1	1.2455e-01
GCF_001059575.1	9.9031e-02
GCF_003892485.1	4.8439e-02
GCF_002861205.1	4.8431e-02
GCF_002310575.1	6.3683e-02
GCF_019587755.1	1.3681e-01
GCF_013391225.1	1.3127e-01
GCF_002244315.1	2.4684e-02
GCF_002244275.1	2.4684e-02
GCF_002244455.1	4.9149e-02
GCF_016530465.1	1.3347e-01
GCF_002548255.1	1.1549e-01
GCF_000778815.1	1.9749e-01
GCF_002517245.1	2.1180e-01
GCF_019281455.1	7.0666e-02
GCF_002541025.1	1.8383e-01
GCF_019587455.1	1.6471e-01
GCF_000778235.1	1.4310e-01
GCF_015033265.1	2.2038e-01
GCF_002542435.1	3.5025e-01
GCF_002971705.1	7.7796e-02
GCF_002971295.1	1.3170e-01
GCF_002971755.1	6.7820e-02
GCF_002971585.1	7.2001e-02
GCF_002972975.1	2.6989e-02
GCF_002972145.1	2.0863e-02
GCF_002972955.1	7.9211e-03
GCF_002972835.1	5.4351e-02
GCF_002971635.1	4.7182e-02
GCF_002973245.1	7.2731e-02
GCF_002973205.1	9.2629e-02
GCF_002972845.1	2.0569e-01
GCF_002972795.1	1.9504e-01
GCF_903932175.1	6.9811e-02
GCF_900448325.1	5.8975e-02
GCF_907175695.1	1.0990e-01
GCF_907177035.1	6.7761e-02
GCF_000779715.1	1.7971e-01
GCF_004171705.1	1.3707e-01
GCF_004170775.1	1.3748e-01
GCF_019281365.1	5.3738e-02
GCF_002475105.1	8.2867e-02
GCF_014878915.1	1.5229e-01
GCF_014878565.1	2.0590e-02
