CRISPR I-E	CBASS I	8.06497080429055e-05	0.00595911419054719	0.00192522847920687
CRISPR I-E	AbiL	0.131501315352095
Lit	ApeA	1
Retron I-C	Druantia III	7.72298560382677e-10	0.000388790632524214	1.86896316973146e-07
Retron I-C	RM IIG	2.2010860200646e-05	0.0232330493406576	2.22599611048631e-05
Retron I-C	CBASS I	0.00501572016640661	0.00790845898655708	0.375368924214829
Retron I-C	PsyrTA	1
Retron I-C	RM III	0.441353332247027
Retron I-C	Dnd_ABCDE	0.00116718931361537	0.461138925872904	0.000129441495752499
Retron I-C	Dnd_FGH	0.0012363646878025	0.453810550810097	0.000138867925688644
Retron I-C	AbiE	0.0106020055637609
Retron I-C	BstA	0.0048406417667753	0.0643711094900404	0.0145271199679353
Retron I-C	Dpd	0.000558006033457119	0.518343787436889	5.52161068395296e-05
Lit	AbiQ	1
Retron I-C	BREX I	0.143839654415656
Retron I-C	Gabija	0.0480652744436635
Retron I-C	Mokosh II	0.000239764958197515	0.00171840560468006	0.0175295995015135
Retron I-C	DRT I	0.00149974751319149	0.786852973667757	0.000261493718865872
Retron I-C	DprA-PRTase	0.0649760186949785
Retron I-C	Kiwa	0.573713469655325
Retron I-C	DRT II	0.000242772576566885	0.955086364610855	0.000122066777669186
Retron I-C	PARIS	0.115917339263023
Retron I-C	CRISPR I-F	0.610713612033201
Retron I-C	Retron I-B	0.659806008695483
Lit	CBASS III	1
Retron I-C	DRT III	0.0646984226493892
Retron I-C	AVAST IV	0.903752424373397
Retron I-C	PifA	0.151061260394131
Retron I-C	AbiD	0.0374605875385819
Retron I-C	Hydrolase-TM	0.09366946161078
Retron I-C	AVAST II	0.00859860604377588	0.277798607089455	0.00153416343399668
Retron I-C	CBASS II	0.0224949683901798
Retron I-C	AbiH	1
Retron I-C	GAO_19	3.536753586658e-06	0.000888430203384747	0.0253894791674443
Retron I-C	PrrC	3.31031287345108e-06	0.538508814625816	9.64741002092419e-07
Lit	AVAST V	1
Retron I-C	AbiL	0.682870069767001
Retron I-C	Druantia I	0.746039402434612
Retron I-C	Lamassu-Fam	0.00127887310832165	0.00123364317742601	0.0153037470741307
Retron I-C	Retron I-A	0.00321658823090225	0.0360758348109936	0.0045181154210168
Retron I-C	AbiU	0.000135324014912894	0.153865192176022	6.18874050559515e-05
Retron I-C	3HP	0.138814594149426
Retron I-C	GAO_29	0.157737332999165
Retron I-C	Borvo	0.536216975987098
Retron I-C	Helicase-DUF2290	0.370690303530866
Retron I-C	ApeA	0.622799303425853
Lit	DUF4238	1
Retron I-C	RADAR	0.418612197175442
Retron I-C	AbiQ	0.0531426480648711
Retron I-C	CBASS III	1
Retron I-C	Mokosh I	0.256716241797883
Retron I-C	Pycsar	0.0168105548142886
Retron I-C	AVAST V	1
Retron I-C	DUF4238	0.300886771732774
Retron I-C	2TM-1TM-TIR	0.845420751778645
Retron I-C	Dynamins	1
Retron I-C	Menshen	1
Lit	2TM-1TM-TIR	1
Retron I-C	Lamassu I	0.387830610753414
Retron I-C	BREX III	0.000913197909777731	0.000501105817808029	0.0202956214311611
Retron I-C	PARIS II	0.956856620186348
Retron I-C	Dazbog	1
Retron I-C	GAO_20	0.281037929282803
Retron I-C	Lamassu II	0.31666845154647
Retron I-C	AVAST III	0.355847029980621
Retron I-C	AVAST I	0.933590973730255
Retron I-C	BREX	1
Retron I-C	Argonaute II	1
Lit	Dynamins	1
Retron I-C	Argonaute_solo	1
Retron I-C	PbeABCD	0.933795662695318
Retron I-C	Druantia II	1
SoFic	CRISPR I-E	5.39162502675383e-10	2.39472778114816e-07	1.42518936627371e-05
SoFic	Hachiman I	0.119298608141489
SoFic	Lit	1
SoFic	RM I	0.0757070866101163
SoFic	RM II	1
SoFic	RM IV	3.59383197185832e-31	1.90232850186823e-15	1.50085116295216e-24
SoFic	Druantia III	0.0688440941204814
Lit	Lamassu I	0.443706678926664
SoFic	RM IIG	0.290422374155532
SoFic	CBASS I	0.00783177020279012	0.028877728619421	0.169395920341903
SoFic	PsyrTA	0.00185908942746553	0.0185455457557097	0.0415818874409842
SoFic	RM III	0.57981824826278
SoFic	Retron II-A	0.715991557513672
